numero_de_dossier,annee_budgetaire,nom_beneficiaire,numero_siret,objet_du_dossier,montant_vote,direction,nature_de_la_subvention,secteurs_d_activites_definies_par_l_association
2022_09246,2022,LIBRE VUE,51808000000000.0,IMPACT 2024 - CARTON ROUGE,10000.0,DAC,Projet,none
2022_09140,2022,NOUR,87962200000000.0,"Nour, le yoga pour tous-IMPACT 2024",10000.0,DSOL,Projet,none
2022_03789,2022,PARIS CHARENTON XIII,45290000000000.0,CPO 2021-2023,14000.0,DJS,Fonctionnement,none
2022_04103,2022,SOLIDARITE INTERNATIONALE LGBTQI,81183200000000.0,Mobilisons nous pour l¿égalité dans les lois et les pratiques,5000.0,DGRI,Projet,none
2024_00170,2024,OFFICE CENTRAL DE LA COOPERATION A L'ECOLE OCCE DE PARIS,39333700000000.0,PROJETS PEDAGOGIQUES 2023-2024,80000.0,DASCO,Indéterminée,['education & formation']
2022_00443,2022,TOUT EN PARLANT,79887700000000.0,Tout en Parlant de Lectures,1000.0,DAC,Fonctionnement,none
2022_03529,2022,UNION DEPARTEMENTALE DE PARIS DE L'UNION FRANCAISE DES ASSOCIATIONS DE COMBATTANTS ET DE VICTIMES DE GUERRE UDAC,53783700000000.0,DEMANDE DE SUBVENTION DE L'UDAC,1500.0,DAC,Fonctionnement,none
2022_09694,2022,ACADEMIE DE L'ART CULINAIRE DU MONDE CREOLE (A.A.C.M.C),79117600000000.0,FESTIVAL DES ACCRAS 2022,2000.0,DGOM,Projet,none
2023_03900,2023,ACTIONS DE SOLIDARITE INTERNATIONALE ASI,38969100000000.0,"Prostitution de survie de mineures, lutte contre VIH/SIDA et des violences basées sur le genre",80000.0,DGRI,Projet,['social']
2023_02514,2023,ASSOCIATION READAPTATION ET DEFENSE DES DEVENUS SOURDS ARDDS CARAVELLE,42975900000000.0,Poursuivre et développer l'activité du Centred'Accueil et de Formation des Devenus Sourds Parisien,5000.0,DSOL,Fonctionnement,['social']
2023_08452,2023,COEUR D'AUTEUIL,79899700000000.0,Subvention au titre de l'amendement Bloche - Association Cœur d'Auteuil 2023,1000.0,DAC,Fonctionnement,['culture & arts']
2023_10465,2023,LE FAUBOURG SAINT GERMAIN,42867300000000.0,"Illuminations de Noël 2023, décor Brindilles, boulevard St-Germain Paris 7e",7800.0,DAE,Projet,['tourisme']
2023_03799,2023,LES AMIES ET AMIS DE LA COMMUNE DE PARIS - 1871,41941100000000.0,FETE DE L'ASSOCIATION DES AMIES ET AMIS DE LA COMMUNE DE PARIS 1871FETE POPULAIRE EN PLEIN AIR,4000.0,DAC,Fonctionnement,['culture & arts']
2024_05112,2024,COMITE DE PARIS DE JUDO JUJITSU KENDO ET DISCIPLINES ASSOCIEES,31216200000000.0,PARIS SPORTIVES 2023,30000.0,DJS,Fonctionnement,none
2024_06347,2024,PARIS XIV FUTSAL CLUB PFC 14,79478500000000.0,DEMANDE DE SUBVENTION MAIRIE DE PARIS SAISON 2024 (FONCTIONNEMENT ET CPO),10000.0,DJS,Fonctionnement,none
2022_06759,2022,COMPAGNIE LES FRIVOLITES PARISIENNES,75084300000000.0,La-Haut,9000.0,DAC,Projet,none
2022_02682,2022,CRECHE PARENTALE DU MARAIS,37953100000000.0,Demande Subvention 2022 - Creche Parentale du Marais,25492.0,DFPE,Fonctionnement,none
2022_03824,2022,ECOLE DES SPORTS DU SEIZIEME ES 16,40284600000000.0,fonctionnement CPO 2021-2023,30000.0,DJS,Fonctionnement,none
2023_07175,2023,ALMA PARIS,44508900000000.0,Renouvellement subvention fonctionnement association Allô maltraitance Paris,80000.0,DSOL,Fonctionnement,['social']
2023_05667,2023,OFFICE CENTRAL DE LA COOPERATION A L'ECOLE OCCE DE PARIS,39333700000000.0,Subvention projets pédagogiques DASCO 2023,10000.0,DASCO,Projet,['education & formation']
2024_07608,2024,LA BEAUTÉ DU MONDE INCLUSIVE,89942200000000.0,IAE BSC 2024,52000.0,DAE,Fonctionnement,none
2024_06705,2024,LA POP,32566600000000.0,AIDE AU FONCTIONNEMENT 2024,25000.0,DAC,Fonctionnement,none
2024_09959,2024,SYNDICAT D'INITIATIVE DU XVIEME,42974600000000.0,Fonds d'Animation Locale Mairie 16 - 2024,2000.0,DDCT,Fonctionnement,none
2023_02776,2023,"AGIS, NOTE ET INNOVE",45287600000000.0,Appropriation par les jeunes des ressources pour vivre pleinement leur citoyenneté,4000.0,DJS,Projet,['humanitaire']
2023_10366,2023,ASSOCIATION AURORE,77568500000000.0,JOP 2024 PARI(S) de l'Emploi,35000.0,DAE,Projet,['santé']
2023_03233,2023,ASSOCIATION FRANCAISE DU CINEMA D'ANIMATION AFCA,40939900000000.0,Fête du cinéma d'animation 2023,5000.0,DAC,Fonctionnement,['culture & arts']
2023_06315,2023,ASSOCIATION FRANCO ASIATIQUE POUR L'ENFANCE  AFAPE,48262300000000.0,Crèche Franco Asiatique Bellot,277364.0,DFPE,Fonctionnement,['social']
2023_08436,2023,ASSOCIATION POUR LA SAUVEGARDE DU SITE DE LA RUE OUDINOT ASSRO,92329600000000.0,FONDS D'ANIMATION LOCALE - AIDE AUX RENCONTRES CITOYENNES/FAL 7ème,1000.0,DDCT,Fonctionnement,['architecture & urbanisme']
2024_00357,2023,ASSOCIATION SPORTIVE DU COLLEGE JEAN BAPTISTE CLEMENT,44785600000000.0,Sparring Partner JBC 2,10000.0,DASCO,Projet,['sport']
2023_01314,2023,CANOPY,48880300000000.0,CANOPEE 2023-Impact Act Environnement (PLV),4000.0,DPE,Projet,['culture & arts']
2023_09244,2023,CAPSKILLS,85285400000000.0,DAE-PTEJ2023,12850.0,DAE,Projet,['education & formation']
2023_03954,2023,CLUB SAINT DENYS AU MARAIS,49981900000000.0,Fonctionnement de l'Association 20023,1500.0,DSOL,Fonctionnement,['social']
2023_05971,2023,DELIDEMO,45395900000000.0,Actions Culturelles auprès des personnes et publics éloignés socialement.,15000.0,DAC,Fonctionnement,['culture & arts']
2023_08722,2023,DÉVELOPPEMENT ANIMATION VÉLO SOLIDAIRE - D.A.V.S.,81050700000000.0,COLLÈGE À VÉLO: DES PISTES CYCLABLES À LA PISTE OLYMPIQUE/IMP-23,5000.0,DVD,Projet,['sport']
2023_08216,2023,DOM'ASILE,45253700000000.0,"Domicilier, accompagner les personnes exilées et renforcer leur autonomie",10000.0,DSOL,Projet,['social']
2024_00399,2023,FEDERATION DU SECOURS POPULAIRE FRANCAIS DU DEPARTEMENT DE PARIS,31216100000000.0,Sortie en famille vacances de Noël,7300.0,DDCT,Projet,['education & formation']
2023_00611,2023,LA MAISON DES FOUGERES,78935300000000.0,La santé pour tous aux Fougères,2000.0,DSP,Projet,['culture & arts']
2023_02974,2023,MUSEE D'ART ET D'HISTOIRE DU JUDAISME,34843500000000.0,Subvention de fonctionnement pour le musée d'art et d'histoire du judaïsme pour l'année 2023,1119402.0,DAC,Fonctionnement,['culture & arts']
2023_08363,2023,ORIGINES,51844200000000.0,Les enfants au centre de leurs loisirs et apprentissages,1500.0,DDCT,Projet,['sport']
2023_01557,2023,RESEAU FRANCILIEN DU REEMPLOI,80012600000000.0,Mon P'tit Python - Une Ressourcerie à Python-Duvernois,6000.0,DDCT,Projet,['social']
2022_06074,2022,ASSOCIATION INITIATIVES RENCONTRES ET SOLIDARITE 10EME AIRES 10EME,34058400000000.0,co-financement d'un poste adulte relais 075 09 R046304,4700.0,DDCT,Fonctionnement,none
2022_02683,2022,BAGAGERIE SOLIDAIRE 14,85357400000000.0,subvention de fonctionnement. Loyers 2022.,5158.0,DASES,Fonctionnement,none
2022_04908,2022,COURANT D'ART FRAIS,42432200000000.0,CPO-SPV:  Courant d'Art Frais-Lien social - Gestion et animation de l'Espace Bièvre,9000.0,DDCT,Projet,none
2022_09309,2022,CROQUE TA VILLE,89932600000000.0,FAL - 19e,1000.0,DDCT,Projet,none
2022_07220,2022,LA FRANCE GENEALOGIQUE CEGF,42158200000000.0,CRÉATION DES ATELIERS DE GÉNÉALOGIEDans le cadre du fonds d'animation local de Paris Centre,500.0,DDCT,Fonctionnement,none
2022_01510,2022,LA SCENE DES MUSES,49471200000000.0,La chorale participative,2000.0,DDCT,Projet,none
2021_11260,2022,LES XEROGRAPHES,45386100000000.0,INVESTISSEMENT MPV renovation et rafraichissement du local,3500.0,DDCT,Investissement,none
2022_04660,2022,LIGUE REGIONALE D'ILE DE FRANCE DE PELOTE BASQUE (LRIDFPB),78466300000000.0,Aide au fonctionnement de la Ligue Régionale d'Ile de France de Pelote Basque,2500.0,DJS,Fonctionnement,none
2024_02040,2024,ARC - EQUIPES D'AMITIE (ARC-EA),77566200000000.0,Aide et soutien aux démarches administratives et d'insertion,1500.0,DDCT,Projet,['social']
2024_00458,2024,ASSOCIATION INTERNATIONALE DE MOBILISATION POUR L'EGALITE - A.I.M.E.,52866800000000.0,LPE2024 : INTER-EU: a path to European citizenship through interculturality,8000.0,DGRI,Projet,['education & formation']
2024_09062,2024,LE 6EME ATELIERS D'ARTISTES,45199000000000.0,Demande de subvention crédits Bloche au titre de l'année 2024,4000.0,DAC,Projet,['culture & arts']
2024_05719,2024,SPORTS 7,44770200000000.0,Du sport pour tous les seniors,7000.0,DSOL,Fonctionnement,['sport']
2024_06506,2024,ASSOCIATION DES PARENTS D'ELEVES DES JARDINS D'ENFANTS FRANCO ALLEMANDS AJEFA,30098500000000.0,Budget Prévisionnel 2024,385920.0,DFPE,Indéterminée,none
2024_04590,2024,ESPACE SANTE TRANS (EST),81812200000000.0,Trajectoires Trans - un dispositif d'accompagnement par les pairs pour les personnes trans,7000.0,DDCT,Projet,none
2022_09430,2022,STARTING-BLOCK,44132600000000.0,Sensibiliser aux représentations et discriminations de genre et aux inégalités femmes-hommes-COLLEGE22,1000.0,DDCT,Projet,none
2022_06175,2022,AMICALE DE CHATEAUBRIANT VOVES -ROUILLE-AINCOURT,43493800000000.0,Demande de subvention fonctionnement 2022,1000.0,DAC,Fonctionnement,none
2022_00839,2022,ASSOCIATION DE SOUTIEN A LA FONDATION DES FEMMES,81841400000000.0,Cité Audacieuse,40000.0,DDCT,Projet,none
2022_09844,2022,ASSOCIATION DES COMMERÇANTS FELIX FAURE CONVENTION,53216000000000.0,PARIS ILLUMINE  PARIS 2022-2023,6600.0,DAE,Fonctionnement,none
2022_00754,2022,"ASSOCIATION POUR LA PROMOTION INDIVIDUELLE ET COLLECTIVE, ET POUR L'EGALITE DES DROITS-APICED",48338700000000.0,"Appui aux Migrant-e-s, Accès aux Droits & Actions Collectives d¿informa°-débat thématiques (Amadac)",13000.0,DDCT,Projet,none
2022_06330,2022,"CABEMPLOI, CONSEIL-COACHING-EMPLOYABILITE (CCCE)",82916100000000.0,CPO DAE- Ateliers de Conseil en Image et estime de soi,3500.0,DAE,Projet,none
2022_03447,2022,CENTRE DE PROMOTION DU LIVRE DE JEUNESSE - SEINE-SAINT-DENIS,34260700000000.0,"Financement d'actions culturelles en direction des jeunes, des familles et des pros parisiens.",40000.0,DAC,Fonctionnement,none
2022_06979,2022,COMMUNAUTE ENLARGE YOUR PARIS,82208200000000.0,Ménage ton canal,4000.0,DPE,Projet,none
2022_03888,2022,EBONY ET IVORY,44523200000000.0,Quartiers en éveil 2022,1000.0,DJS,Projet,none
2022_06889,2022,ETUDES ET CHANTIERS ILE DE FRANCE,44066200000000.0,Apprentissage du vélo - investissement - demande adressée auprès de la DVD,3000.0,DVD,Investissement,none
2022_07487,2022,LE TEMPS DES RUES,41778100000000.0,Subvention Bloche-19è,3000.0,DAC,Fonctionnement,none
2022_01236,2022,LES AUDACIEUX,85241600000000.0,subventions de fonctionnement,1000.0,DDCT,Projet,none
2022_04945,2022,QUARTIER LIBRE XI,49118500000000.0,CPO SPV Accompagnement à la scolarité DASESQuartier Libre XI Education,2000.0,DASES,Projet,none
2022_09303,2022,REGIE DE QUARTIER FONTAINE AU ROI,45109500000000.0,Cofinancement Adulte Relais N°07521R003200,4700.0,DDCT,Fonctionnement,none
2022_05361,2022,RELAIS MENILMONTANT,30900100000000.0,DASES CPO Inter directions,236276.0,DSOL,Fonctionnement,none
2022_04708,2022,AMICALE NATIONALE DES DEPORTES ET FAMILLES DE DISPARUS DE MAUTHAUSEN ET SES KOMMANDOS AMICALE DE MAUTHAUSEN,78426300000000.0,Numérisation des Archives de l¿Amicale de Mauthausen depuis sa création en 1945,4000.0,DAC,Fonctionnement,none
2024_01338,2024,MOI ET MES ENFANTS,83235800000000.0,CPO : La Rue Aux Familles,3000.0,DDCT,Projet,none
2024_00978,2024,OASIS 18,42304200000000.0,Bande dessiné numérique  Oh le taré BD,1500.0,DDCT,Projet,none
2023_08407,2023,ASSOCIATION GENERALE DE FAMILLES DU 16EME ARRONDISSEMENT,78467000000000.0,Subvention au Fonds d'Animation Locale 2023/FAL,2000.0,DDCT,Fonctionnement,['culture & arts']
2023_05801,2023,ENGLISH FUN FOR CHILDREN,83469200000000.0,TAP2023 Atelier d'anglais fun,9996.0,DASCO,Projet,['education & formation']
2023_11092,2023,ESPACES,39924100000000.0,Régul 23-insertion par l'entretien de la PC,133042.0,DEVE,Fonctionnement,['social']
2024_00085,2023,ESPRIT D'EBENE,52447900000000.0,Artistes et sportifs associés,10000.0,DAC,Projet,['culture & arts']
2023_07055,2023,FORCES MAJEURES,80994600000000.0,Accordez vos vélos ! édition 2023,8000.0,DAC,Projet,['culture & arts']
2023_06683,2023,LE FOYER DES JEUNES TRAVAILLEURS DE REUILLY,30007100000000.0,Subvention de fonctionnement 2023,1700.0,DJS,Fonctionnement,['education & formation']
2023_08634,2023,LE MOULIN,33130100000000.0,CPO DSOL Projet Santé Femmes : promouvoir la santé et le bien être,4000.0,DSP,Projet,['education & formation']
2023_03746,2023,LES ENFANTS DE LA GOUTTE D'OR EGDO,34365800000000.0,CPO SPV - 2 - Accompagnement à la scolarité,9000.0,DSOL,Projet,['sport']
2023_03632,2023,ORCHESTRE DES CONCERTS LAMOUREUX,78434000000000.0,Acompte 2023 DAC,60000.0,DAC,Fonctionnement,['culture & arts']
2023_10955,2023,SOCIETE D'HISTOIRE ET D'ARCHEOLOGIELE VIEUX MONTMARTRE,78475400000000.0,Fonctionnement courant de l'association fonctionnement,1000.0,DAC,Fonctionnement,['culture & arts']
2023_10406,2023,SYNERGIE FAMILY,50934100000000.0,ORIENT¿ADO/APA23,4000.0,DFPE,Projet,['education & formation']
2024_05922,2024,L'ONDE ET CYBELE,47756800000000.0,Aide au fonctionnement / DAC bureau de la musique,45000.0,DAC,Fonctionnement,['loisirs']
2024_04390,2024,MUSIQUES ITINERANTES,44099600000000.0,FSF18,600.0,DDCT,Fonctionnement,['culture & arts']
2024_03170,2024,PARIS ATELIERS,31293700000000.0,Acompte 2024 DAC,1745000.0,DAC,Fonctionnement,['loisirs']
2024_03943,2024,SOS CASAMANCE,50775200000000.0,CPO SPV Action d'accompagnement linguistique en direction des habitants du Quartier de la goutte d'or et des,2000.0,DDCT,Projet,['education & formation']
2024_01858,2024,ETUDES ET CHANTIERS ILE DE FRANCE,44066200000000.0,CDV 2024 - Un vélo pour 10 ans - PARIS 14ème,1500.0,DDCT,Projet,none
2024_03859,2024,LA CONSEQUENCE,84259700000000.0,Soirée de courts métrages Proto et Co,3000.0,DJS,Projet,none
2024_03642,2024,LIGHT CONE,33204900000000.0,"Scratch PROJECTIONS, Scratch EXPANDED, Scratch COLLECTION et autres projections",7000.0,DAC,Fonctionnement,none
2023_02404,2023,ASSOCIATION CULTURE 2 +,44822300000000.0,3 - Point Écoute Parents,2000.0,DDCT,Projet,['sport']
2023_07148,2023,C.I.P (CLUB IMAGE PHOTO),82862200000000.0,FAL11,1000.0,DDCT,Fonctionnement,['loisirs']
2023_03445,2023,FORANIM FORUM D'ANIMATION DE CREATION D'EXPRESSION ET DE LOISIRS,34325700000000.0,LOISIRS CULTURELS ET ARTISTIQUES PROTEGES POUR LES SENIORS,8000.0,DSOL,Projet,['sport']
2023_09965,2023,GARDEN,83235800000000.0,MAD MAPLE/MU23DIF2,3500.0,DAC,Projet,['culture & arts']
2023_08761,2023,JEUNES TALENTS,42505600000000.0,DAC Fonctionnement de l'association RUP  : Organisation de 147 concerts par 300 musiciens.,42000.0,DAC,Fonctionnement,['culture & arts']
2023_08259,2023,LE RELAIS JEUNES,92034200000000.0,Partenariat Le Relais Jeunes,4000.0,DASCO,Projet,['sport']
2023_02360,2023,LES ARCHERS DES TROIS LYS,44771400000000.0,Tir à l'arc tous publics : proposer une pratique sportive à des personnes en situation de handicap.,1500.0,DJS,Fonctionnement,['sport']
2023_07649,2023,LES HABITANTS DE LA BUTTE BERGEYRE,53790000000000.0,Investissement au jardin de la Butte Bergeyre - convivialité et jardinage - budget participatif 22,3000.0,DEVE,Investissement,['social']
2023_02759,2023,LES HAUTS DE BELLEVILLE,77569600000000.0,Projet Jeunesse 16/30ans,60000.0,DJS,Projet,['loisirs']
2023_04724,2023,VOLONTARIAT ET SOUTIEN PAR L'ART (VS ART),35384900000000.0,Actions culturelles pour personnes âgées du 16ème (Subvention au titre du Fonds d'Animation Locale),1000.0,DDCT,Fonctionnement,['culture & arts']
2022_00358,2022,COMITE DEPARTEMENTAL DE PARIS DE TENNIS,32731100000000.0,Convention pluri annuelle d'objectifs entre la Ville de Paris et le Comité départemental de Tennis,20000.0,DJS,Fonctionnement,none
2022_02614,2022,CONSTRICTOR,53094000000000.0,Handicap et accessibilité universelle,1000.0,DSOL,Fonctionnement,none
2022_09473,2022,COUP DE SOLEIL,38407500000000.0,Maghreb des livres - 29ème édition,13000.0,DGRI,Projet,none
2022_01391,2022,FAMOSPORT,87782700000000.0,Politique de la ville /Femmes Sport,2000.0,DDCT,Projet,none
2022_08042,2022,FEDERATION NATIONALE DES SOURDS DE FRANCE,30823500000000.0,La Journée Mondiale des Sourds,4000.0,DSOL,Fonctionnement,none
2022_00435,2022,FLE ET COMPAGNIE,79417700000000.0,CPO SEII ASL Contre l'exclusion,2000.0,DASES,Projet,none
2022_06718,2022,INSTITUT DE VICTIMOLOGIE,41158500000000.0,Prise en charge psychologiques des victimes de la prostitution,7000.0,DDCT,Projet,none
2022_01638,2022,LE FIL DE SOIE,51169800000000.0,VVV 1. Stage Echasses (1/2),750.0,DPMP,Projet,none
2022_03648,2022,LES ALIENNES,82359900000000.0,Visite guidée au cimetière des Batignolles : les femmes sur le devant de la scène-PDC2022,100.0,DEVE,Projet,none
2022_02824,2022,PARIS CULTURE 20EME,48489700000000.0,Acompte 2022 DAC,12600.0,DAC,Fonctionnement,none
2022_06218,2022,RÉSEAU PARISIEN DES ATELIERS VÉLO PARTICIPATIFS ET SOLIDAIRES - RÉPAR,84472200000000.0,Soutien aux actions du réseau RéPAR - adressée à la DVD,18000.0,DVD,Fonctionnement,none
2022_06251,2022,SERVICE SOCIAL BRETON S S B,78462300000000.0,Dossier demande de subvention de fonctionnement Ville de Paris - Service Social Breton FJT - 21/22,21700.0,DJS,Fonctionnement,none
2024_03193,2024,"AUTISME ET PIANO, THÉRAPIE ÉDUCATIVE - APTE",49427700000000.0,Favoriser l'accès à la culture pour toute personne avec des TSA/TND,4000.0,DSOL,Fonctionnement,['culture & arts']
2024_01228,2024,ZARTS PROD,51792100000000.0,CPO : TOURNAGES DE COURT-METRAGES,3000.0,DDCT,Projet,['culture & arts']
2024_07074,2024,CENTRE D'ACTION SOCIALE PROTESTANT DANS LA REGION PARISIENNE,31873200000000.0,« On Paris¿ ? »,2000.0,DJS,Projet,none
2024_01743,2024,"ESPRIT, SAVOIR, SPORT ET EQUITE  - E.S.S.E.",79783700000000.0,CPO-2024-Sport et Estime de Soi,3000.0,DJS,Projet,none
2024_03317,2024,GROUPE SUBAQUATIQUE DE PASSY GSP,48797800000000.0,Subvention matériel de plongée,800.0,DJS,Fonctionnement,none
2024_04499,2024,TERRAMICALES,53539700000000.0,Festival de céramique Paris 11 du 22 au 24 mars,4000.0,DAE,Fonctionnement,none
2024_09123,2024,YES WE CAMP,78942100000000.0,Buvette/cantine de l'Académie du Climat,10000.0,DAE,Fonctionnement,none
2022_07777,2022,TURBULENCES,38851800000000.0,AMENDEMENT BLOCHE,1600.0,DAC,Fonctionnement,none
2023_06722,2023,AUPRÈS DE MON ARBRE,90008500000000.0,Nature urbaine et atelier de jardinage,950.0,DEVE,Investissement,['education & formation']
2023_10959,2023,ENVIE AUTONOMIE ILE-DE-FRANCE,90373600000000.0,Demande 2023 service Seniors,13000.0,DSOL,Fonctionnement,['santé']
2023_02720,2023,JETS D'ENCRE,47960600000000.0,Accompagner les jeunes dans la création de médias et valoriser leur liberté d'expression,13000.0,DJS,Projet,['education & formation']
2023_05757,2023,LIGUE DE L'ENSEIGNEMENT FEDERATION DEPARTEMENTALE DE PARIS MOUVEMENT D'EDUCATION POPULAIRE FEDERATION DE PARIS DE LA LIGUE DE L'ENSEIGNEMENT,78441400000000.0,TAP2023 - Ateliers jeunes citoyens prêts pour demain,62130.0,DASCO,Projet,['culture & arts']
2023_01455,2023,NEW TEAM RECORDS,81944200000000.0,Accompagnement scolaire,2000.0,DDCT,Projet,['culture & arts']
2023_00405,2023,TICKET D'ENTREE,80493700000000.0,"LA LAÏCITÉ AU QUOTIDIEN AXE ""CITOYENNETÉ, LAÏCITÉ ET VALEURS DE LA RÉPUBLIQUE""",3000.0,DDCT,Projet,['culture & arts']
2023_00243,2023,TOUT AUTRE CHOSE,50114800000000.0,Parentalité - des clés pour réussir,13500.0,DFPE,Projet,['social']
2022_05628,2022,BREAK DANCE CREW,50189500000000.0,TAP2022 ATELIER DANSE HIPHOP,6344.0,DASCO,Projet,none
2022_09369,2022,CHOMEURS ET PRECAIRES DE PARIS C.P.P.,40900800000000.0,"Appel à projets ""inclusion numérique""Equipements informatiques et logiciels de l'association-AAP-INEQT2022",3000.0,DSOL,Investissement,none
2022_01215,2022,GROUPEMENT D'EMPLOYEURS PROFESSION SPORT ET LOISIRS FRANCILIEN,81078900000000.0,Aide au développement de la professionnalisation des associations sur le territoire parisien,10000.0,DJS,Projet,none
2022_07120,2022,LE PRIX DE L'ESSENCE,50337300000000.0,Aide à la résidence artistique et culturelle dans le domaine du spectacle vivant (hors musique),10000.0,DAC,Projet,none
2022_02487,2022,LES ATELIERS DE NATEMA,48876900000000.0,"Demande de subvention au titre de la DFPE""Activités ludiques""",6000.0,DFPE,Projet,none
2022_08631,2022,REGIE DE QUARTIER DU 19 EME,44168200000000.0,FAL - 19e,1500.0,DDCT,Projet,none
2022_10128,2022,SEVES SYSTEMES ECONOMIQUEMENT VIABLES POUR L'EAU AUX SUDS,51361100000000.0,Projet d¿Amélioration des Services Publics Essentiels de Vogan (PASPEVO) ¿ Phase 3,31000.0,DGRI,Projet,none
2024_03194,2024,ASSOCIATION DU FESTIVAL D'AUTOMNE A PARIS,78439600000000.0,Acompte 2024 DAC,485520.0,DAC,Fonctionnement,['culture & arts']
2024_03189,2024,L'APPRENTI MUSICIEN,43963700000000.0,musique et petite enfance,4000.0,DAC,Fonctionnement,['loisirs']
2024_06242,2024,OPERA FP - LEADING VOICES OF THE WORLD,92433300000000.0,Académie Opera for Peace 2024 à Paris,8000.0,DAC,Fonctionnement,['culture & arts']
2024_07914,2024,ROYAL ROUVIER CHESS CLUB R2C2,44370000000000.0,Accès à des cours d'échecs à tous dans un quartier défavorisé,1300.0,DJS,Fonctionnement,['sport']
2024_05887,2024,SOLIDARITE JEAN MERLIN,34292500000000.0,POURSUIVRE L¿ACTIVITÉ D'ACCUEIL ET DE DOMICILIATION DE PERSONNES SANS DOMICILE STABLE,15000.0,DSOL,Fonctionnement,['social']
2024_03712,2024,(S) VRAI,82411000000000.0,Spectacle vivant (hors musique) - aide à la résidence laboratoire,10000.0,DAC,Projet,['culture & arts']
2024_10207,2024,ART ME UP,48179600000000.0,Les jeunes sur les planches,1000.0,DJS,Projet,none
2024_07371,2024,ASSOCIATION CULTURELLE FRANCO-JAPONAISE TALACHINÉ,80819400000000.0,TAP2024  Ateliers pédagogiques consacrés à la langue et à la culture japonaises,5900.0,DASCO,Fonctionnement,none
2024_09589,2024,COMITE DES OFFICES DU MOUVEMENT SPORTIF DE PARIS,45273300000000.0,Subvention dans le cadre de la convention pluriannuelle d'objectifs,1000.0,DJS,Fonctionnement,none
2024_05944,2024,LA GOUTTE DE LAIT SAINT LEON,78461500000000.0,Fonctionnement annuel de la Goutte de Lait SAINT LEON - LE PETIT GEORGES,209038.0,DFPE,Fonctionnement,none
2024_09929,2024,LE CRI DE L'ESCARGOT,49887300000000.0,"Projet de sensibilisation, d'information, de prévention sur la prostitution juvénile",2000.0,DJS,Projet,none
2024_07678,2024,LES AMI-E-S DE L'ÉGALITÉ,79236500000000.0,Les femmes dans le sport,3000.0,DDCT,Projet,none
2024_01820,2024,NUIT CHELOUE,90229900000000.0,ÉTRANGER - La Grande Mêlée 2024,1000.0,DDCT,Projet,none
2024_05538,2024,12 BARS EN SCENE,84990800000000.0,Aide au Festival Tournée Générale 2024,6000.0,DAC,Fonctionnement,none
2024_09351,2024,FEDERATION FRANCAISE DE ROLLER ET SKATEBOARD,37846800000000.0,Subvention Street League Skateboarding Paris 2024,30000.0,DJS,Fonctionnement,none
2024_06903,2024,JEUNE CHAMBRE ECONOMIQUE DE PARIS (JCEP),40960600000000.0,DEMANDE D¿UNE SUBVENTION EN FONCTIONNEMENT AU TITRE DE LA JEUNESSE,3000.0,DJS,Projet,none
2022_09316,2022,42,79119900000000.0,Ivt - 42BornToCode,25000.0,DAE,Investissement,none
2022_04028,2022,A CHACUN SES VACANCES ACSV,48274300000000.0,Subvention de fonctionnement pour l'organisation de loisirs et séjours adaptés,80000.0,DSOL,Fonctionnement,none
2022_08703,2022,ANPHI ASSOCIATION NATIONALE POUR LA PREVENTION DES HANDICAPS ET POUR L'INFORMATION,39919500000000.0,Subvention  ANPHI Vivre FM 2022 MDP,28000.0,DSOL,Fonctionnement,none
2024_06192,2024,THEATRE SUR PAROLES,84199900000000.0,TR.I.P - Troupe Itinérante Pluridisciplinaire - 5e édition,4000.0,DAC,Projet,none
2022_06599,2022,"ARCHIVES OF WOMEN ARTISTS, RESEARCH AND EXHIBITIONS(AWARE)",80814600000000.0,Enrichissement et fonctionnement du centre de documentation AWARE,1000.0,DDCT,Projet,none
2022_03546,2022,ATELIER MUSICAL PARIS SEINE AMPS,40816400000000.0,Fonctionnement courant de l'association pour l'année 2022,15000.0,DAC,Fonctionnement,none
2022_05583,2022,JUDO FRANCE PARIS,42486800000000.0,ARE TAP DASCO 22-23EVEIL CORPORELPRISE DE CONSCIENCE DE SON CORPS,10500.0,DASCO,Projet,none
2022_05875,2022,LES ASTROLIENS,82863200000000.0,Formation des aidants numériques parisiens par Les Astroliens,11000.0,DSOL,Fonctionnement,none
2024_09879,2024,ASSOCIATION SOCIO CULTURELLE ET D'ENTRE AIDE AUX FAMILLES ASCEAF,84136600000000.0,Médiation familiale et institutionnelle auprès des familles fragilisées du 19ème arrondissement,2000.0,DDCT,Projet,['social']
2024_02426,2024,ATELIERS - COMME A LA MAISON,79311900000000.0,VVV ETE DANSANT 2024,1000.0,DPMP,Projet,['sport']
2022_09646,2022,UN BALLON POUR L'INSERTION - CLO PARIS 2011,52311000000000.0,Remobilisation par le sport pour les personnes en situation de grande précarité,15000.0,DSOL,Fonctionnement,none
2024_04525,2024,L'AQUILONE,43495300000000.0,Printemps des Cimetières -,1200.0,DEVE,Indéterminée,['sport']
2024_06605,2024,ANIM&TAP EDUCATION,82491100000000.0,Lutte contre les discriminations,2000.0,DDCT,Projet,['loisirs']
2024_03583,2024,COLLECTIF ESPACE FINE,90806000000000.0,Aide à la diffusion des arts visuels sur le territoire parisien_exposition_Faire_image,2600.0,DAC,Projet,['culture & arts']
